"","numer_sta","date","pmer","tend","cod_tend","dd","ff","t","td","u","vv","ww","w1","w2","n","nbas","hbas","cl","cm","ch","pres","niv_bar","geop","tend24","tn12","tn24","tx12","tx24","tminsol","sw","tw","raf10","rafper","per","etat_sol","ht_neige","ssfrai","perssfrai","rr1","rr3","rr6","rr12","rr24","phenspe1","phenspe2","phenspe3","phenspe4","nnuage1","ctype1","hnuage1","nnuage2","ctype2","hnuage2","nnuage3","ctype3","hnuage3","nnuage4","ctype4","hnuage4","X"
"54674",7149,20161029090000,"103550","50","1","90","3.800000","285.250000","283.350000","88","11600","0","2","2","100","8","450","mq","mq","mq","102450","mq","mq","-120","mq","mq","mq","mq","mq","mq","mq","5.700000","5.700000","-10","0","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","8","mq","300","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54731",7149,20161029120000,"103420","-130","8","90","3.500000","286.150000","283.550000","84","20000","1","2","2","100","8","450","35","mq","mq","102320","mq","mq","-210","mq","mq","mq","mq","mq","mq","mq","4.900000","7.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","8","6","390","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54787",7149,20161029150000,"103250","-170","6","90","4.000000","286.350000","283.550000","83","38120","2","2","2","100","8","450","35","mq","mq","102150","mq","mq","-340","mq","mq","mq","mq","mq","mq","mq","6.700000","7.700000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","6","6","420","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54845",7149,20161029180000,"103230","-30","6","30","2.400000","283.850000","282.150000","89","25000","1","0","0","0","0","mq","30","20","10","102120","mq","mq","-380","283.850000","mq","286.650000","mq","mq","mq","mq","3.700000","3.700000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54899",7149,20161029210000,"103170","-60","6","30","1.500000","283.350000","282.550000","95","25000","2","0","0","0","0","mq","30","20","10","102060","mq","mq","-470","mq","mq","mq","mq","mq","mq","mq","2.000000","4.400000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54956",7149,2.016103e+13,"103090","-80","8","20","2.000000","282.050000","281.250000","95","12000","11","0","0","0","0","mq","30","20","10","101980","mq","mq","-470","mq","mq","mq","mq","mq","mq","mq","2.200000","2.500000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55013",7149,20161030030000,"102960","-130","7","30","1.400000","281.050000","280.650000","97","5070","11","0","0","0","0","mq","30","20","10","101850","mq","mq","-540","mq","mq","mq","mq","mq","mq","mq","2.000000","2.600000","-10","0","0.000000","0.000000","-30","0.200000","0.200000","0.200000","0.200000","0.200000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55070",7149,20161030060000,"102900","-70","8","50","2.200000","280.250000","279.850000","97","2800","11","0","0","0","0","mq","30","20","10","101780","mq","mq","-620","280.250000","mq","284.150000","mq","mq","mq","mq","2.700000","5.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.200000","0.200000","0.200000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55127",7149,20161030090000,"102930","40","1","70","3.300000","283.150000","281.450000","89","6660","1","0","0","25","0","8000","30","20","11","101820","mq","mq","-630","mq","mq","mq","mq","mq","mq","mq","4.700000","5.900000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","2","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55185",7149,20161030120000,"102780","-120","8","70","2.700000","288.950000","280.950000","59","13800","2","0","0","40","0","8000","30","20","11","101700","mq","mq","-620","mq","mq","mq","mq","mq","mq","mq","4.600000","5.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55240",7149,20161030150000,"102660","-120","6","60","5.100000","290.250000","281.150000","55","20000","2","0","0","25","0","8000","30","20","11","101580","mq","mq","-570","mq","mq","mq","mq","mq","mq","mq","7.600000","7.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","2","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55297",7149,20161030180000,"102710","40","3","40","3.500000","285.850000","282.650000","81","19510","3","0","0","40","0","8000","30","20","11","101620","mq","mq","-500","279.550000","mq","291.050000","mq","mq","mq","mq","5.300000","5.700000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55354",7149,20161030210000,"102750","30","3","30","3.400000","284.750000","281.950000","83","20000","2","0","0","40","0","8000","30","20","11","101650","mq","mq","-410","mq","mq","mq","mq","mq","mq","mq","5.100000","5.500000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55412",7149,2.0161031e+13,"102720","-40","6","20","1.200000","280.750000","279.850000","94","20000","2","0","0","40","0","8000","30","20","11","101610","mq","mq","-370","mq","mq","mq","mq","mq","mq","mq","1.600000","2.700000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55470",7149,20161031030000,"102670","-50","6","10","1.400000","281.350000","280.150000","92","25000","2","0","0","40","0","8000","30","20","11","101560","mq","mq","-290","mq","mq","mq","mq","mq","mq","mq","2.300000","2.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55528",7149,20161031060000,"102650","-20","7","30","2.100000","280.750000","279.650000","93","23800","2","0","0","10","0","8000","30","20","11","101540","mq","mq","-240","280.450000","mq","285.850000","mq","mq","mq","mq","3.400000","4.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55584",7149,20161031090000,"102680","40","1","70","3.100000","284.250000","280.750000","79","25000","2","0","0","40","0","8000","30","20","11","101580","mq","mq","-240","mq","mq","mq","mq","mq","mq","mq","4.300000","4.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55641",7149,20161031120000,"102560","-100","8","60","2.400000","289.250000","282.150000","63","18630","1","0","0","40","0","8000","30","20","11","101480","mq","mq","-220","mq","mq","mq","mq","mq","mq","mq","3.800000","5.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55699",7149,20161031150000,"102430","-120","6","40","3.900000","291.150000","283.050000","59","25000","2","1","1","60","0","8000","30","20","11","101360","mq","mq","-220","mq","mq","mq","mq","mq","mq","mq","5.200000","7.100000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","5","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55757",7149,20161031180000,"102470","20","3","50","4.000000","286.250000","282.650000","79","25000","1","1","1","50","0","8000","30","20","11","101380","mq","mq","-240","280.350000","mq","291.550000","mq","mq","mq","mq","5.200000","5.200000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","4","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55814",7149,20161031210000,"102480","10","1","40","3.100000","285.450000","282.050000","80","25000","1","0","0","0","0","mq","30","20","10","101390","mq","mq","-260","mq","mq","mq","mq","mq","mq","mq","4.300000","4.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55870",7149,2.0161101e+13,"102390","-110","8","20","1.100000","281.250000","279.750000","90","25000","2","0","0","0","0","mq","30","20","10","101280","mq","mq","-330","mq","mq","mq","mq","mq","mq","mq","1.600000","1.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55924",7149,20161101030000,"102280","-120","6","360","0.700000","278.850000","278.450000","97","20000","11","0","0","0","0","mq","30","20","10","101160","mq","mq","-400","mq","mq","mq","mq","mq","mq","mq","0.900000","1.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"55982",7149,20161101060000,"102220","-50","6","30","0.500000","279.550000","279.250000","98","400","44","0","0","mq","0","mq","mq","mq","mq","101110","mq","mq","-430","278.550000","mq","286.150000","mq","mq","mq","mq","1.200000","2.900000","-10","0","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56039",7149,20161101090000,"102240","30","2","30","0.500000","282.150000","281.350000","95","10970","2","0","0","40","0","7500","30","20","11","101140","mq","mq","-440","mq","mq","mq","mq","mq","mq","mq","1.500000","1.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56098",7149,20161101120000,"102120","-100","8","20","1.300000","287.750000","281.650000","67","15000","2","2","2","75","0","7500","30","20","12","101040","mq","mq","-440","mq","mq","mq","mq","mq","mq","mq","2.200000","3.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","6","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56155",7149,20161101150000,"102050","-70","6","350","2.500000","287.750000","281.050000","64","7180","2","2","2","75","0","7500","30","20","12","100970","mq","mq","-390","mq","mq","mq","mq","mq","mq","mq","3.800000","7.100000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","6","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56213",7149,20161101180000,"102160","90","3","150","1.400000","282.150000","281.250000","94","6480","2","2","2","75","0","7500","30","20","12","101060","mq","mq","-320","279.150000","mq","288.550000","mq","mq","mq","mq","2.000000","2.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","6","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56271",7149,20161101210000,"102210","50","3","180","0.600000","281.650000","281.550000","99","60","41","4","4","75","4","30","36","20","12","101110","mq","mq","-280","mq","mq","mq","mq","mq","mq","mq","1.300000","1.400000","-10","0","0.000000","0.000000","-30","0.000000","0.200000","0.200000","0.200000","0.200000","mq","mq","mq","mq","4","7","30","3","6","600","6","0","7500","mq","mq","mq",NA
"56327",7149,2.0161102e+13,"102210","0","5","210","0.700000","281.750000","281.450000","98","2750","10","2","2","90","7","450","35","mq","mq","101110","mq","mq","-170","mq","mq","mq","mq","mq","mq","mq","1.300000","2.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.200000","0.200000","0.200000","mq","mq","mq","mq","2","6","400","7","6","900","mq","mq","mq","mq","mq","mq",NA
"56386",7149,20161102030000,"102220","10","2","170","0.600000","282.350000","281.850000","97","2750","10","2","2","100","7","450","35","mq","mq","101120","mq","mq","-40","mq","mq","mq","mq","mq","mq","mq","0.900000","1.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","5","6","330","7","6","1020","mq","mq","mq","mq","mq","mq",NA
"56444",7149,20161102060000,"102240","20","3","40","4.100000","283.150000","281.750000","91","12540","3","2","2","90","7","450","35","mq","mq","101140","mq","mq","30","281.250000","mq","283.750000","mq","mq","mq","mq","5.800000","6.500000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","3","6","300","5","6","480","7","6","1190","mq","mq","mq",NA
"56502",7149,20161102090000,"102350","110","2","20","2.300000","283.350000","281.250000","87","15000","21","6","2","100","7","450","35","mq","mq","101250","mq","mq","110","mq","mq","mq","mq","mq","mq","mq","3.600000","5.500000","-10","0","0.000000","0.000000","-30","-0.100000","-0.100000","-0.100000","-0.100000","0.200000","mq","mq","mq","mq","7","6","430","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56558",7149,20161102120000,"102280","-60","8","340","2.900000","285.550000","280.050000","69","25000","1","1","1","25","2","800","38","20","10","101190","mq","mq","150","mq","mq","mq","mq","mq","mq","mq","5.100000","6.300000","-10","0","0.000000","0.000000","-60","0.000000","-0.100000","-0.100000","-0.100000","0.200000","mq","mq","mq","mq","1","6","810","2","6","1440","mq","mq","mq","mq","mq","mq",NA
"56616",7149,20161102150000,"102260","-20","6","340","4.200000","284.750000","276.250000","56","25000","1","0","0","10","1","1250","32","20","10","101170","mq","mq","200","mq","mq","mq","mq","mq","mq","mq","7.400000","8.400000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","-0.100000","-0.100000","0.200000","mq","mq","mq","mq","1","8","1200","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56673",7149,20161102180000,"102360","80","3","330","2.800000","279.550000","274.850000","72","25000","2","0","0","10","1","1250","35","20","10","101250","mq","mq","190","279.450000","mq","286.050000","mq","mq","mq","mq","4.700000","6.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","-0.100000","0.200000","mq","mq","mq","mq","1","6","1260","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56730",7149,20161102210000,"102440","70","3","10","2.400000","278.650000","274.550000","75","25000","3","1","1","50","0","5900","30","20","12","101320","mq","mq","210","mq","mq","mq","mq","mq","mq","mq","4.000000","4.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","-0.100000","-0.100000","mq","mq","mq","mq","4","0","5900","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56786",7149,2.0161103e+13,"102460","10","2","250","1.400000","275.450000","273.150000","85","25000","3","0","0","40","0","7600","30","20","12","101330","mq","mq","220","mq","mq","mq","mq","mq","mq","mq","1.600000","1.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","-0.100000","mq","mq","mq","mq","3","0","7600","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56844",7149,20161103030000,"102440","-30","8","280","1.000000","273.750000","273.150000","96","10320","0","0","0","mq","0","mq","mq","mq","mq","101300","mq","mq","180","mq","mq","mq","mq","mq","mq","mq","1.200000","1.600000","-10","0","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","-0.100000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56901",7149,20161103060000,"102440","0","5","280","0.700000","272.850000","272.450000","97","10420","2","0","0","10","0","7500","30","20","11","101300","mq","mq","160","272.450000","mq","279.650000","mq","mq","mq","mq","2.000000","2.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","-0.100000","mq","mq","mq","mq","1","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"56957",7149,20161103090000,"102470","50","1","0","0.000000","278.350000","277.450000","94","15000","3","0","0","50","0","8000","30","20","11","101350","mq","mq","100","mq","mq","mq","mq","mq","mq","mq","0.000000","1.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","-0.100000","mq","mq","mq","mq","4","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"57015",7149,20161103120000,"102320","-130","8","130","2.400000","283.850000","276.650000","61","30000","1","0","0","40","1","800","31","20","11","101220","mq","mq","30","mq","mq","mq","mq","mq","mq","mq","4.000000","4.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","8","850","3","0","8000","mq","mq","mq","mq","mq","mq",NA
